;tested_domain_name;ip
260;ddos-him.com;104.28.25.6
261;ddos-him.com;104.28.24.6
262;ddos-him.com;199.27.134.117
263;ddos-him.com;104.28.24.6
264;ddos-him.com;104.28.25.6
265;ddos-him.com;173.245.58.139
266;ddos-him.com;173.245.59.148
267;ddosnow.com;104.25.230.11
268;ddosnow.com;104.25.231.11
269;ddosnow.com;104.25.230.11
270;ddosnow.com;104.25.231.11
271;ddosnow.com;173.245.58.208
272;ddosnow.com;173.245.59.229
273;ddosnow.com;208.109.4.222
274;ddostheworld.com;104.28.28.114
275;ddostheworld.com;104.28.29.114
276;ddostheworld.com;173.201.192.148
277;ddostheworld.com;104.28.28.114
278;ddostheworld.com;104.28.29.114
279;ddostheworld.com;173.245.58.212
280;ddostheworld.com;173.245.59.60
281;ddostheworld.com;68.178.213.203
282;ddostheworld.com;68.178.213.243
283;ddostheworld.com;68.178.213.244
284;ddostheworld.com;68.178.213.37
285;ddostheworld.com;72.167.238.29
286;ddostheworld.com;72.167.238.32
287;defcon.pro;104.24.110.199
288;defcon.pro;162.222.171.206
289;defcon.pro;104.25.23.106
290;defcon.pro;108.162.203.170
291;defcon.pro;104.24.110.199
292;defcon.pro;104.24.111.199
293;defcon.pro;173.245.58.172
294;defcon.pro;173.245.59.142
295;defcon.pro;185.70.40.18
296;defcon.pro;185.70.40.22
297;defcon.pro;185.70.40.27
298;destressbooter.com;104.28.16.126
299;destressbooter.com;108.162.194.54
300;destressbooter.com;108.162.196.126
301;destressbooter.com;108.162.196.23
302;destressbooter.com;162.159.241.239
303;destressbooter.com;173.245.60.203
304;destressbooter.com;199.27.134.111
305;destressbooter.com;199.27.134.152
306;destressbooter.com;104.28.16.126
307;destressbooter.com;104.28.17.126
308;destressbooter.com;173.245.58.132
309;destressbooter.com;173.245.59.117
310;destressnetworks.com;91.121.137.27
311;destressnetworks.com;104.28.24.49
312;destressnetworks.com;108.162.207.214
313;destressnetworks.com;141.101.116.66
314;destressnetworks.com;190.93.254.76
315;destressnetworks.com;198.41.184.120
316;destressnetworks.com;104.28.30.112
317;destressnetworks.com;104.28.31.112
318;destressnetworks.com;173.245.58.132
319;destressnetworks.com;173.245.59.117
320;destressnetworks.com;91.121.137.27
321;diebooter.net;104.28.6.123
322;diebooter.net;104.28.7.123
323;diebooter.net;104.28.6.123
324;diebooter.net;104.28.7.123
325;diebooter.net;173.245.58.137
326;diebooter.net;173.245.59.210
327;downthem.org;104.28.28.34
328;downthem.org;104.28.29.34
329;downthem.org;104.28.28.34
330;downthem.org;104.28.29.34
331;downthem.org;173.245.58.134
332;downthem.org;173.245.59.104
333;exitus.to;104.27.138.7
334;exitus.to;104.27.139.7
335;exitus.to;104.24.100.236
336;exitus.to;104.24.8.64
337;exitus.to;104.27.162.177
338;exitus.to;104.28.10.106
339;exitus.to;108.162.203.75
340;exitus.to;185.106.94.241
341;exitus.to;185.11.145.14
342;exitus.to;186.2.161.137
343;exitus.to;188.165.150.116
344;exitus.to;192.124.249.10
345;exitus.to;5.1.74.68
346;exitus.to;79.124.59.114
347;exitus.to;104.27.138.7
348;exitus.to;104.27.139.7
349;exitus.to;173.194.69.26
350;exitus.to;173.245.58.197
351;exitus.to;173.245.59.92
352;exitus.to;209.85.203.26
353;exitus.to;64.233.190.26
354;exitus.to;74.125.206.27
355;exitus.to;74.125.22.26
356;exitus.to;188.209.52.243
357;grimbooter.com;104.28.4.67
358;grimbooter.com;104.28.4.67
359;grimbooter.com;104.31.140.6
360;grimbooter.com;108.162.194.103
361;grimbooter.com;108.162.198.11
362;grimbooter.com;108.162.198.206
363;grimbooter.com;141.101.121.119
364;grimbooter.com;190.93.248.54
365;grimbooter.com;190.93.250.30
366;grimbooter.com;199.27.134.124
367;grimbooter.com;199.27.134.125
368;grimbooter.com;199.27.134.133
369;grimbooter.com;199.27.134.64
370;grimbooter.com;98.124.253.216
371;grimbooter.com;104.28.4.67
372;grimbooter.com;104.28.5.67
373;grimbooter.com;173.245.58.119
374;grimbooter.com;173.245.59.100
375;grimbooter.com;104.237.149.169
376;grimbooter.com;162.158.62.136
377;heavystresser.com;104.27.164.96
378;heavystresser.com;104.27.165.96
379;heavystresser.com;104.27.164.96
380;heavystresser.com;104.27.165.96
381;heavystresser.com;173.245.58.59
382;heavystresser.com;173.245.59.79
383;hornystress.me;104.28.18.61
384;hornystress.me;104.20.20.113
385;hornystress.me;104.28.18.61
386;hornystress.me;104.31.164.2
387;hornystress.me;108.162.192.136
388;hornystress.me;108.162.192.45
389;hornystress.me;173.245.60.167
390;hornystress.me;190.93.250.13
391;hornystress.me;190.93.252.116
392;hornystress.me;199.27.134.131
393;hornystress.me;199.27.134.157
394;hornystress.me;104.28.18.61
395;hornystress.me;104.28.19.61
396;hornystress.me;173.245.58.180
397;hornystress.me;173.245.59.109
398;iddos.net;104.18.56.17
399;iddos.net;104.18.57.17
400;iddos.net;149.126.72.173
401;iddos.net;185.30.165.39
402;iddos.net;190.93.254.149
403;iddos.net;198.12.15.150
404;iddos.net;5.199.170.190
405;iddos.net;94.102.51.123
406;iddos.net;104.18.56.17
407;iddos.net;104.18.57.17
408;iddos.net;173.245.58.217
409;iddos.net;173.245.59.156
410;instabooter.com;104.27.140.215
411;instabooter.com;104.18.52.140
412;instabooter.com;104.27.140.215
413;instabooter.com;104.27.141.215
414;instabooter.com;173.245.58.131
415;instabooter.com;173.245.59.181
416;instabooter.com;154.16.199.118
417;ipstresser.co;104.24.27.102
418;ipstresser.co;104.24.28.102
419;ipstresser.co;199.193.205.20
420;ipstresser.co;64.78.52.22
421;ipstresser.co;64.78.52.23
422;ipstresser.co;104.24.27.102
423;ipstresser.co;104.24.28.102
424;ipstresser.co;173.245.58.140
425;ipstresser.co;173.245.59.128
426;ipstresser.co;199.193.200.97
427;ipstresser.co;64.78.52.22
428;ipstresser.com;104.23.129.77
429;ipstresser.com;104.23.130.77
430;ipstresser.com;127.80.146.52
431;ipstresser.com;141.101.121.251
432;ipstresser.com;141.101.121.252
433;ipstresser.com;199.193.205.20
434;ipstresser.com;64.78.52.21
435;ipstresser.com;64.78.52.23
436;ipstresser.com;104.23.130.78
437;ipstresser.com;104.23.131.47
438;ipstresser.com;141.101.112.86
439;ipstresser.com;141.101.121.237
440;ipstresser.com;190.93.250.7
441;ipstresser.com;198.41.184.253
442;ipstresser.com;141.101.121.251
443;ipstresser.com;141.101.121.252
444;ipstresser.com;162.244.197.199
445;ipstresser.com;173.245.58.140
446;ipstresser.com;173.245.59.128
447;ipstresser.com;199.193.200.97
448;ipstresser.com;64.78.52.22
449;ipstresser.com;162.243.233.121
450;ipstresser.com;45.55.222.213
451;jitterstresser.com;104.28.20.49
452;jitterstresser.com;104.28.21.49
453;jitterstresser.com;89.34.97.3
454;jitterstresser.com;104.28.20.49
455;jitterstresser.com;104.28.21.49
456;jitterstresser.com;173.245.58.236
457;jitterstresser.com;173.245.59.110
458;jitterstresser.com;204.141.33.55
459;jitterstresser.com;216.52.72.121
460;kenkastresser.com;104.18.56.203
461;kenkastresser.com;104.18.57.203
462;kenkastresser.com;173.245.58.120
463;kenkastresser.com;173.245.59.223
464;kenkastresser.com;104.237.149.169
465;k-stress.pw;104.18.62.3
466;k-stress.pw;104.18.63.3
467;k-stress.pw;104.24.20.65
468;k-stress.pw;162.159.240.200
469;k-stress.pw;104.18.62.3
470;k-stress.pw;104.18.63.3
471;k-stress.pw;173.245.58.136
472;k-stress.pw;173.245.59.105
473;layer-4.com;104.31.8.161
474;layer-4.com;104.31.9.161
475;layer-4.com;104.18.62.98
476;layer-4.com;192.124.249.15
477;layer-4.com;104.31.8.161
478;layer-4.com;104.31.9.161
479;layer-4.com;173.245.58.122
480;layer-4.com;173.245.59.121
481;layer-4.com;51.254.119.204
482;layer-4.com;0.1.0.0
483;layer-4.com;0.1.1.0
484;layer-4.com;0.2.0.0
485;layer-4.com;0.2.1.0
486;layer-4.com;0.3.0.0
487;layer-4.com;0.3.0.1
488;layer-4.com;0.3.1.0
489;layer-4.com;0.3.1.1
490;layer-4.com;0.3.1.2
491;layer7.pw;104.28.14.160
492;layer7.pw;104.28.0.39
493;layer7.pw;104.28.14.160
494;layer7.pw;104.28.15.160
495;layer7.pw;173.245.58.129
496;layer7.pw;173.245.59.129
497;legionboot.com;104.28.22.91
498;legionboot.com;104.28.22.91
499;legionboot.com;173.245.60.123
500;legionboot.com;104.28.22.91
501;legionboot.com;104.28.23.91
502;legionboot.com;173.245.58.108
503;legionboot.com;173.245.59.146
504;logicstresser.net;104.18.52.124
505;logicstresser.net;104.18.52.124
506;logicstresser.net;104.18.53.124
507;logicstresser.net;173.245.58.250
508;logicstresser.net;173.245.59.220
509;maximumstresser.com;104.27.160.155
510;maximumstresser.com;104.27.161.155
511;maximumstresser.com;104.27.160.155
512;maximumstresser.com;104.27.161.155
513;maximumstresser.com;173.245.58.87
514;maximumstresser.com;173.245.59.197
515;mercilesstresser.com;104.27.140.78
516;mercilesstresser.com;104.27.140.78
517;mercilesstresser.com;104.27.141.78
518;mercilesstresser.com;173.245.58.143
519;mercilesstresser.com;173.245.59.100
520;mercilesstresser.com;208.109.4.222
521;netbreak.ec;104.27.180.126
522;netbreak.ec;104.27.181.126
523;netbreak.ec;178.32.211.151
524;netbreak.ec;190.93.248.16
525;netbreak.ec;190.93.252.110
526;netbreak.ec;198.41.204.129
527;netbreak.ec;104.27.180.126
528;netbreak.ec;104.27.181.126
529;netbreak.ec;173.245.58.142
530;netbreak.ec;173.245.59.107
531;netspoof.net;104.27.142.217
532;netspoof.net;104.27.143.217
533;netspoof.net;104.27.142.217
534;netspoof.net;108.162.194.156
535;netspoof.net;108.162.196.215
536;netspoof.net;141.101.118.126
537;netspoof.net;192.64.119.254
538;netspoof.net;198.71.92.78
539;netspoof.net;64.74.223.33
540;netspoof.net;98.124.243.33
541;netspoof.net;104.27.142.217
542;netspoof.net;104.27.143.217
543;netspoof.net;173.245.58.121
544;netspoof.net;173.245.59.145
545;networkstresser.com;104.31.14.174
546;networkstresser.com;104.31.15.174
547;networkstresser.com;104.28.2.61
548;networkstresser.com;104.31.224.2
549;networkstresser.com;108.162.192.93
550;networkstresser.com;141.101.118.56
551;networkstresser.com;162.252.9.210
552;networkstresser.com;173.245.60.31
553;networkstresser.com;185.30.165.30
554;networkstresser.com;199.27.134.26
555;networkstresser.com;199.27.134.97
556;networkstresser.com;5.196.20.50
557;networkstresser.com;104.31.14.174
558;networkstresser.com;104.31.15.174
559;networkstresser.com;173.245.58.217
560;networkstresser.com;173.245.59.156
561;neverddos.com;104.24.114.237
562;neverddos.com;127.0.0.1
563;neverddos.com;104.28.28.14
564;neverddos.com;108.162.194.108
565;neverddos.com;108.162.207.18
566;neverddos.com;141.101.116.180
567;neverddos.com;141.101.124.127
568;neverddos.com;141.101.125.135
569;neverddos.com;162.159.248.24
570;neverddos.com;104.24.114.237
571;neverddos.com;104.24.115.237
572;neverddos.com;173.245.58.142
573;neverddos.com;173.245.59.134
574;onestress.com;104.27.184.123
575;onestress.com;104.27.185.123
576;onestress.com;173.245.58.230
577;onestress.com;173.245.59.234
578;onestresser.net;104.28.8.7
579;onestresser.net;104.28.9.7
580;onestresser.net;104.28.8.7
581;onestresser.net;104.28.9.7
582;onestresser.net;173.245.58.125
583;onestresser.net;173.245.59.101
584;pineapple-stresser.com;104.27.165.144
585;pineapple-stresser.com;104.27.164.144
586;pineapple-stresser.com;104.27.165.144
587;pineapple-stresser.com;173.245.58.247
588;pineapple-stresser.com;173.245.59.119
589;powerstresser.com;1.3.3.7
590;powerstresser.com;104.31.5.167
591;powerstresser.com;69.69.69.69
592;powerstresser.com;104.28.0.22
593;powerstresser.com;104.28.2.30
594;powerstresser.com;104.28.4.10
595;powerstresser.com;108.162.192.9
596;powerstresser.com;108.162.194.120
597;powerstresser.com;108.162.194.156
598;powerstresser.com;141.101.118.162
599;powerstresser.com;141.101.118.38
600;powerstresser.com;162.218.48.16
601;powerstresser.com;167.114.67.31
602;powerstresser.com;173.245.60.148
603;powerstresser.com;173.245.60.158
604;powerstresser.com;174.129.25.170
605;powerstresser.com;185.28.191.20
606;powerstresser.com;185.30.165.33
607;powerstresser.com;185.30.165.43
608;powerstresser.com;185.62.190.40
609;powerstresser.com;192.99.154.85
610;powerstresser.com;198.251.86.84
611;powerstresser.com;199.27.134.143
612;powerstresser.com;199.27.134.43
613;powerstresser.com;5.196.20.50
614;powerstresser.com;5.254.102.156
615;powerstresser.com;72.20.58.84
616;powerstresser.com;74.125.195.121
617;powerstresser.com;8.5.1.31
618;powerstresser.com;85.159.237.148
619;powerstresser.com;92.222.27.202
620;powerstresser.com;98.124.198.1
621;powerstresser.com;98.124.199.1
622;powerstresser.com;104.31.4.167
623;powerstresser.com;104.31.5.167
624;powerstresser.com;173.245.58.143
625;powerstresser.com;173.245.59.145
626;purestress.net;104.18.35.158
627;purestress.net;173.201.192.5
628;purestress.net;104.31.88.222
629;purestress.net;104.18.34.158
630;purestress.net;104.18.35.158
631;purestress.net;173.245.58.118
632;purestress.net;173.245.59.216
633;purestress.net;68.178.213.203
634;purestress.net;68.178.213.243
635;purestress.net;68.178.213.244
636;purestress.net;68.178.213.37
637;purestress.net;72.167.238.29
638;purestress.net;72.167.238.32
639;quantumbooter.net;104.31.6.158
640;quantumbooter.net;104.31.7.158
641;quantumbooter.net;54.152.241.16
642;quantumbooter.net;70.42.74.203
643;quantumbooter.net;8.8.8.8
644;quantumbooter.net;108.162.194.38
645;quantumbooter.net;108.162.194.63
646;quantumbooter.net;141.101.118.176
647;quantumbooter.net;141.101.118.190
648;quantumbooter.net;141.101.118.56
649;quantumbooter.net;173.245.60.12
650;quantumbooter.net;173.245.60.145
651;quantumbooter.net;173.245.60.36
652;quantumbooter.net;198.41.200.65
653;quantumbooter.net;199.27.134.112
654;quantumbooter.net;199.27.134.77
655;quantumbooter.net;74.91.124.108
656;quantumbooter.net;104.31.6.158
657;quantumbooter.net;104.31.7.158
658;quantumbooter.net;173.245.58.146
659;quantumbooter.net;173.245.59.134
660;quantumbooter.net;204.141.33.55
661;quantumbooter.net;216.52.72.121
662;quezstresser.com;104.28.17.86
663;quezstresser.com;104.24.98.225
664;quezstresser.com;185.62.188.176
665;quezstresser.com;185.62.190.40
666;quezstresser.com;104.28.16.86
667;quezstresser.com;104.28.17.86
668;quezstresser.com;173.245.58.131
669;quezstresser.com;173.245.59.181
670;ragebooter.com;104.31.12.171
671;ragebooter.com;104.31.13.171
672;ragebooter.com;104.31.194.7
673;ragebooter.com;141.101.118.202
674;ragebooter.com;162.255.119.249
675;ragebooter.com;162.255.119.250
676;ragebooter.com;173.245.60.129
677;ragebooter.com;173.245.60.163
678;ragebooter.com;173.245.60.170
679;ragebooter.com;185.11.145.4
680;ragebooter.com;192.64.119.231
681;ragebooter.com;199.27.134.120
682;ragebooter.com;199.27.134.36
683;ragebooter.com;199.27.134.49
684;ragebooter.com;199.27.134.5
685;ragebooter.com;199.27.134.57
686;ragebooter.com;199.27.134.75
687;ragebooter.com;104.31.12.171
688;ragebooter.com;104.31.13.171
689;ragebooter.com;173.245.58.121
690;ragebooter.com;173.245.59.100
691;ragebooter.net;104.31.14.154
692;ragebooter.net;104.31.15.154
693;ragebooter.net;104.27.199.87
694;ragebooter.net;108.162.192.16
695;ragebooter.net;141.101.118.130
696;ragebooter.net;141.101.120.10
697;ragebooter.net;141.101.121.199
698;ragebooter.net;173.245.60.194
699;ragebooter.net;173.245.60.220
700;ragebooter.net;173.245.60.223
701;ragebooter.net;173.245.60.63
702;ragebooter.net;185.11.145.29
703;ragebooter.net;185.11.145.4
704;ragebooter.net;198.41.132.25
705;ragebooter.net;198.41.177.152
706;ragebooter.net;199.27.134.175
707;ragebooter.net;199.27.134.182
708;ragebooter.net;104.31.14.154
709;ragebooter.net;104.31.15.154
710;ragebooter.net;173.245.58.121
711;ragebooter.net;173.245.59.100
712;ragebooter.net;209.85.203.26
713;ragebooter.net;64.233.190.27
714;ragebooter.net;74.125.22.26
715;reafstresser.ga;104.27.159.63
716;reafstresser.ga;104.27.158.63
717;reafstresser.ga;104.27.159.63
718;reafstresser.ga;173.245.58.115
719;reafstresser.ga;173.245.59.140
720;restricted-stresser.info;104.31.5.184
721;restricted-stresser.info;127.0.0.1
722;restricted-stresser.info;108.162.192.111
723;restricted-stresser.info;108.162.192.149
724;restricted-stresser.info;141.101.118.192
725;restricted-stresser.info;199.27.134.120
726;restricted-stresser.info;199.27.134.129
727;restricted-stresser.info;199.27.134.81
728;restricted-stresser.info;199.83.128.22
729;restricted-stresser.info;78.217.187.201
730;restricted-stresser.info;8.2.120.122
731;restricted-stresser.info;8.2.120.149
732;restricted-stresser.info;104.31.4.184
733;restricted-stresser.info;104.31.5.184
734;restricted-stresser.info;173.245.58.119
735;restricted-stresser.info;173.245.59.100
736;restricted-stresser.info;216.58.219.238
737;sharkstresser.com;104.27.132.54
738;sharkstresser.com;104.27.133.54
739;sharkstresser.com;104.27.132.54
740;sharkstresser.com;104.27.133.54
741;sharkstresser.com;173.245.58.144
742;sharkstresser.com;173.245.59.242
743;sharkstresser.com;31.220.106.27
744;signalstresser.com;104.24.106.171
745;signalstresser.com;104.24.107.171
746;signalstresser.com;104.27.170.40
747;signalstresser.com;108.162.194.10
748;signalstresser.com;178.251.228.228
749;signalstresser.com;104.24.106.171
750;signalstresser.com;104.24.107.171
751;signalstresser.com;173.245.58.143
752;signalstresser.com;173.245.59.145
753;silence-stresser.com;104.24.126.4
754;silence-stresser.com;104.24.127.4
755;silence-stresser.com;104.24.126.4
756;silence-stresser.com;104.24.127.4
757;silence-stresser.com;173.245.58.97
758;silence-stresser.com;173.245.59.94
759;silence-stresser.com;94.23.181.25
760;skidbooter.info;104.28.28.78
